DIP:18E	DIP:634N			S06119	85054	DIP:243N			A49426	627246	8906794	Immunoprecipitation
DIP:19962E	DIP:17180N		P48149	S33498	17975567	DIP:17097N				28573207	14605208	Two hybrid test
DIP:19963E	DIP:18055N				17137270	DIP:17097N				28573207	14605208	Two hybrid test
DIP:19964E	DIP:18056N				24583869	DIP:17097N				28573207	14605208	Two hybrid test
DIP:19965E	DIP:17601N				24660872	DIP:17097N				28573207	14605208	Two hybrid test
DIP:19966E	DIP:17184N				28574472	DIP:17097N				28573207	14605208	Two hybrid test
DIP:19967E	DIP:18057N		P10379		17648099	DIP:17097N				28573207	14605208	Two hybrid test
DIP:19968E	DIP:17187N				18858137	DIP:17097N				28573207	14605208	Two hybrid test
DIP:19969E	DIP:17580N				24663246	DIP:17097N				28573207	14605208	Two hybrid test
DIP:19970E	DIP:17057N				24584547	DIP:17097N				28573207	14605208	Two hybrid test
DIP:19971E	DIP:18058N				17137680	DIP:17097N				28573207	14605208	Two hybrid test
DIP:19972E	DIP:17635N				24667117	DIP:17097N				28573207	14605208	Two hybrid test
DIP:19973E	DIP:17175N				24638766	DIP:18059N				24647490	14605208	Two hybrid test
DIP:19974E	DIP:17292N				24645951	DIP:18059N				24647490	14605208	Two hybrid test
DIP:19975E	DIP:18060N				24641561	DIP:18059N				24647490	14605208	Two hybrid test
DIP:19976E	DIP:18062N				17647459	DIP:18061N				19921494	14605208	Two hybrid test
DIP:19977E	DIP:18063N				24648231	DIP:18061N				19921494	14605208	Two hybrid test
DIP:19978E	DIP:17081N		P23757		17986167	DIP:18061N				19921494	14605208	Two hybrid test
DIP:19979E	DIP:18065N				24653856	DIP:18064N				24585022	14605208	Two hybrid test
DIP:19980E	DIP:18067N				24656830	DIP:18066N				24658123	14605208	Two hybrid test
DIP:19981E	DIP:18068N				24651599	DIP:18066N				24658123	14605208	Two hybrid test
DIP:19982E	DIP:18069N				17933750	DIP:18066N				24658123	14605208	Two hybrid test
DIP:19984E	DIP:17854N				24668309	DIP:18071N				24585027	14605208	Two hybrid test
DIP:19985E	DIP:18072N				24668563	DIP:18071N				24585027	14605208	Two hybrid test
DIP:19986E	DIP:18073N				24654522	DIP:18071N				24585027	14605208	Two hybrid test
DIP:19987E	DIP:18074N				19922440	DIP:18071N				24585027	14605208	Two hybrid test
DIP:19988E	DIP:17224N			RGFFO2	24652446	DIP:18071N				24585027	14605208	Two hybrid test
DIP:19989E	DIP:18075N				24639782	DIP:18071N				24585027	14605208	Two hybrid test
DIP:19990E	DIP:18076N				24584926	DIP:18071N				24585027	14605208	Two hybrid test
DIP:19991E	DIP:18077N				24645053	DIP:18071N				24585027	14605208	Two hybrid test
DIP:19992E	DIP:17317N				24585813	DIP:18078N				24585029	14605208	Two hybrid test
DIP:19993E	DIP:18079N				28574432	DIP:18078N				24585029	14605208	Two hybrid test
DIP:19994E	DIP:17268N		O46036		24646446	DIP:18078N				24585029	14605208	Two hybrid test
DIP:19995E	DIP:17512N				24642543	DIP:18078N				24585029	14605208	Two hybrid test
DIP:19996E	DIP:18081N				18859665	DIP:18080N				24641439	14605208	Two hybrid test
DIP:19997E	DIP:17869N				20130399	DIP:18080N				24641439	14605208	Two hybrid test
DIP:19998E	DIP:18082N				24659203	DIP:18080N				24641439	14605208	Two hybrid test
DIP:19999E	DIP:18083N				24663228	DIP:18080N				24641439	14605208	Two hybrid test
DIP:20000E	DIP:18084N		Q9VV43		21357209	DIP:18080N				24641439	14605208	Two hybrid test
DIP:20001E	DIP:18008N				24641148	DIP:18085N				20129299	14605208	Two hybrid test
DIP:20002E	DIP:17656N				28571396	DIP:18085N				20129299	14605208	Two hybrid test
DIP:20003E	DIP:18086N				24646860	DIP:18085N				20129299	14605208	Two hybrid test
DIP:20004E	DIP:17913N				24668321	DIP:18087N				24656916	14605208	Two hybrid test
DIP:20005E	DIP:17669N		P40688	S20806	24640128	DIP:18087N				24656916	14605208	Two hybrid test
DIP:20006E	DIP:17613N				24654383	DIP:18088N		P14199		17136432	14605208	Two hybrid test
DIP:20007E	DIP:17614N		O16011		28573504	DIP:18088N		P14199		17136432	14605208	Two hybrid test
DIP:20008E	DIP:18089N				24650294	DIP:18088N		P14199		17136432	14605208	Two hybrid test
DIP:20009E	DIP:18090N				24585051	DIP:18088N		P14199		17136432	14605208	Two hybrid test
DIP:20010E	DIP:18091N		P10981	S04538	17137090	DIP:18088N		P14199		17136432	14605208	Two hybrid test
DIP:20011E	DIP:18092N		Q8T053		21355127	DIP:18088N		P14199		17136432	14605208	Two hybrid test
DIP:20012E	DIP:18093N				24581168	DIP:18088N		P14199		17136432	14605208	Two hybrid test
DIP:20013E	DIP:17520N		Q24117		17933574	DIP:18088N		P14199		17136432	14605208	Two hybrid test
DIP:20014E	DIP:17434N				24655153	DIP:18094N				24585282	14605208	Two hybrid test
DIP:20015E	DIP:18095N				24648917	DIP:18094N				24585282	14605208	Two hybrid test
DIP:20016E	DIP:18096N		P14318	A30128	17136346	DIP:18094N				24585282	14605208	Two hybrid test
DIP:20017E	DIP:17890N				24584767	DIP:18094N				24585282	14605208	Two hybrid test
DIP:20018E	DIP:18097N				21355965	DIP:18094N				24585282	14605208	Two hybrid test
DIP:20019E	DIP:17339N		Q94524		17137544	DIP:18098N				19921554	14605208	Two hybrid test
DIP:20020E	DIP:18099N				20129705	DIP:18098N				19921554	14605208	Two hybrid test
DIP:20021E	DIP:18100N				24650634	DIP:18098N				19921554	14605208	Two hybrid test
DIP:20022E	DIP:18101N				24581901	DIP:18098N				19921554	14605208	Two hybrid test
DIP:20023E	DIP:18102N				24648006	DIP:18098N				19921554	14605208	Two hybrid test
DIP:20024E	DIP:18103N				24643729	DIP:18098N				19921554	14605208	Two hybrid test
DIP:20025E	DIP:18104N				24584148	DIP:18098N				19921554	14605208	Two hybrid test
DIP:20026E	DIP:18105N				17864162	DIP:18098N				19921554	14605208	Two hybrid test
DIP:20027E	DIP:17181N				18921139	DIP:18098N				19921554	14605208	Two hybrid test
DIP:20028E	DIP:18106N				24652344	DIP:18098N				19921554	14605208	Two hybrid test
DIP:20029E	DIP:17842N		Q9GU68		19922878	DIP:18098N				19921554	14605208	Two hybrid test
DIP:20030E	DIP:18107N				24647622	DIP:18098N				19921554	14605208	Two hybrid test
DIP:20031E	DIP:18108N				24648401	DIP:18098N				19921554	14605208	Two hybrid test
DIP:20032E	DIP:18109N				24662946	DIP:18098N				19921554	14605208	Two hybrid test
DIP:20033E	DIP:17308N				17137572	DIP:18098N				19921554	14605208	Two hybrid test
DIP:20034E	DIP:18110N				20129795	DIP:18098N				19921554	14605208	Two hybrid test
DIP:20035E	DIP:18111N		Q24186		17647897	DIP:18098N				19921554	14605208	Two hybrid test
DIP:20036E	DIP:18112N		P48592		18079279	DIP:18098N				19921554	14605208	Two hybrid test
DIP:20037E	DIP:18113N		Q02748		17136248	DIP:18098N				19921554	14605208	Two hybrid test
DIP:20038E	DIP:18114N		Q9VXX8		24642107	DIP:18098N				19921554	14605208	Two hybrid test
DIP:20039E	DIP:17081N		P23757		17986167	DIP:18098N				19921554	14605208	Two hybrid test
DIP:20040E	DIP:18116N				24644119	DIP:18115N				24649389	14605208	Two hybrid test
DIP:20041E	DIP:17997N				24585240	DIP:18115N				24649389	14605208	Two hybrid test
DIP:20042E	DIP:18117N				24648083	DIP:18115N				24649389	14605208	Two hybrid test
DIP:20043E	DIP:17842N		Q9GU68		19922878	DIP:18115N				24649389	14605208	Two hybrid test
DIP:20044E	DIP:17801N				24656938	DIP:18115N				24649389	14605208	Two hybrid test
DIP:20045E	DIP:18118N				21357875	DIP:18115N				24649389	14605208	Two hybrid test
DIP:20046E	DIP:17473N		P35415	S22028	24661112	DIP:18115N				24649389	14605208	Two hybrid test
DIP:20047E	DIP:18029N				24656431	DIP:18115N				24649389	14605208	Two hybrid test
DIP:20048E	DIP:18120N				24657070	DIP:18119N				24585305	14605208	Two hybrid test
DIP:20049E	DIP:18121N		Q9W4P5		18543319	DIP:18119N				24585305	14605208	Two hybrid test
DIP:20050E	DIP:17123N				24639885	DIP:18122N				28571841	14605208	Two hybrid test
DIP:20051E	DIP:18123N				24585499	DIP:18122N				28571841	14605208	Two hybrid test
DIP:20052E	DIP:17194N				19921312	DIP:18124N				17137596	14605208	Two hybrid test
DIP:20053E	DIP:17117N				24643702	DIP:18125N				24585024	14605208	Two hybrid test
DIP:20054E	DIP:17186N				24581484	DIP:18125N				24585024	14605208	Two hybrid test
DIP:20055E	DIP:18126N				20129527	DIP:18125N				24585024	14605208	Two hybrid test
DIP:20056E	DIP:17157N				24662048	DIP:18125N				24585024	14605208	Two hybrid test
DIP:20057E	DIP:17833N				24659237	DIP:18125N				24585024	14605208	Two hybrid test
DIP:20058E	DIP:18127N				19921850	DIP:18125N				24585024	14605208	Two hybrid test
DIP:20059E	DIP:18128N				19920832	DIP:18125N				24585024	14605208	Two hybrid test
DIP:20060E	DIP:17160N				24640353	DIP:18125N				24585024	14605208	Two hybrid test
DIP:20061E	DIP:18130N				24668627	DIP:18129N				24649413	14605208	Two hybrid test
DIP:20062E	DIP:18132N				21357483	DIP:18131N				21355117	14605208	Two hybrid test
DIP:20063E	DIP:17277N				20129347	DIP:18133N				19921496	14605208	Two hybrid test
DIP:20064E	DIP:17902N				24585132	DIP:18134N				17136728	14605208	Two hybrid test
DIP:20065E	DIP:17119N				24643303	DIP:18134N				17136728	14605208	Two hybrid test
DIP:20066E	DIP:17434N				24655153	DIP:18134N				17136728	14605208	Two hybrid test
DIP:20067E	DIP:18135N		P13468	T13425	17137772	DIP:18134N				17136728	14605208	Two hybrid test
DIP:20068E	DIP:18136N				28571125	DIP:18134N				17136728	14605208	Two hybrid test
DIP:20069E	DIP:17231N				18858161	DIP:18134N				17136728	14605208	Two hybrid test
DIP:20070E	DIP:18137N		Q02926	S33679	17738229	DIP:18134N				17136728	14605208	Two hybrid test
DIP:20071E	DIP:18138N				19921250	DIP:18134N				17136728	14605208	Two hybrid test
DIP:20072E	DIP:17268N		O46036		24646446	DIP:18134N				17136728	14605208	Two hybrid test
DIP:20073E	DIP:18139N		P82295		21357559	DIP:18134N				17136728	14605208	Two hybrid test
DIP:20074E	DIP:17299N				17136732	DIP:18134N				17136728	14605208	Two hybrid test
DIP:20075E	DIP:18140N				24662317	DIP:18134N				17136728	14605208	Two hybrid test
DIP:20076E	DIP:17293N				24645332	DIP:18134N				17136728	14605208	Two hybrid test
DIP:20077E	DIP:18142N				24639760	DIP:18141N			T03284	17137166	14605208	Two hybrid test
DIP:20078E	DIP:18084N		Q9VV43		21357209	DIP:18141N			T03284	17137166	14605208	Two hybrid test
DIP:20079E	DIP:18143N				21355577	DIP:18141N			T03284	17137166	14605208	Two hybrid test
DIP:20080E	DIP:18145N				24651688	DIP:18144N				17136772	14605208	Two hybrid test
DIP:20081E	DIP:18146N				17864264	DIP:17107N				17137168	14605208	Two hybrid test
DIP:20082E	DIP:17920N				24582283	DIP:17107N				17137168	14605208	Two hybrid test
DIP:20083E	DIP:18147N				24643591	DIP:17107N				17137168	14605208	Two hybrid test
DIP:20084E	DIP:18148N				18858011	DIP:17107N				17137168	14605208	Two hybrid test
DIP:20085E	DIP:18149N				21355869	DIP:17107N				17137168	14605208	Two hybrid test
DIP:20086E	DIP:17117N				24643702	DIP:17107N				17137168	14605208	Two hybrid test
DIP:20087E	DIP:18150N				24648069	DIP:17107N				17137168	14605208	Two hybrid test
DIP:20088E	DIP:18151N				21356221	DIP:17107N				17137168	14605208	Two hybrid test
DIP:20089E	DIP:17253N				24581719	DIP:17107N				17137168	14605208	Two hybrid test
DIP:20090E	DIP:18152N		Q07327		24657265	DIP:17107N				17137168	14605208	Two hybrid test
DIP:20091E	DIP:17222N				24653350	DIP:17107N				17137168	14605208	Two hybrid test
DIP:20092E	DIP:18153N				24583848	DIP:17107N				17137168	14605208	Two hybrid test
DIP:20093E	DIP:18154N				24643817	DIP:17107N				17137168	14605208	Two hybrid test
DIP:20094E	DIP:18155N				24644819	DIP:17107N				17137168	14605208	Two hybrid test
DIP:20095E	DIP:18156N				24642484	DIP:17107N				17137168	14605208	Two hybrid test
DIP:20096E	DIP:17599N				24584251	DIP:17107N				17137168	14605208	Two hybrid test
DIP:20097E	DIP:17349N				24581465	DIP:17107N				17137168	14605208	Two hybrid test
DIP:20098E	DIP:18157N				24641616	DIP:17107N				17137168	14605208	Two hybrid test
DIP:20099E	DIP:18158N				19920576	DIP:17107N				17137168	14605208	Two hybrid test
DIP:20100E	DIP:18159N		Q23985		24640145	DIP:17107N				17137168	14605208	Two hybrid test
DIP:20101E	DIP:18160N				28571724	DIP:17107N				17137168	14605208	Two hybrid test
DIP:20102E	DIP:17580N				24663246	DIP:17107N				17137168	14605208	Two hybrid test
DIP:20103E	DIP:17716N		P10734		17737693	DIP:17107N				17137168	14605208	Two hybrid test
DIP:20104E	DIP:17057N				24584547	DIP:17107N				17137168	14605208	Two hybrid test
DIP:20105E	DIP:18161N				21356743	DIP:17107N				17137168	14605208	Two hybrid test
DIP:20106E	DIP:17528N				24651939	DIP:17107N				17137168	14605208	Two hybrid test
DIP:20107E	DIP:17332N				24653562	DIP:17107N				17137168	14605208	Two hybrid test
DIP:20108E	DIP:18162N				21356041	DIP:17107N				17137168	14605208	Two hybrid test
DIP:20109E	DIP:17194N				19921312	DIP:17107N				17137168	14605208	Two hybrid test
DIP:20110E	DIP:18163N				18860017	DIP:17107N				17137168	14605208	Two hybrid test
DIP:20111E	DIP:17592N				24641831	DIP:18164N		P02834	D26995	17985969	14605208	Two hybrid test
DIP:20112E	DIP:18165N				24664257	DIP:18164N		P02834	D26995	17985969	14605208	Two hybrid test
DIP:20113E	DIP:18166N				21357105	DIP:18164N		P02834	D26995	17985969	14605208	Two hybrid test
DIP:20114E	DIP:18167N				24584415	DIP:18164N		P02834	D26995	17985969	14605208	Two hybrid test
DIP:20115E	DIP:17145N		P11455		24666330	DIP:18164N		P02834	D26995	17985969	14605208	Two hybrid test
DIP:20116E	DIP:18168N				24649250	DIP:18164N		P02834	D26995	17985969	14605208	Two hybrid test
DIP:20117E	DIP:17256N				24643118	DIP:18164N		P02834	D26995	17985969	14605208	Two hybrid test
DIP:20118E	DIP:18169N				24666886	DIP:18164N		P02834	D26995	17985969	14605208	Two hybrid test
DIP:20119E	DIP:18171N				24663292	DIP:18170N				17647755	14605208	Two hybrid test
DIP:20120E	DIP:17767N				24667876	DIP:18170N				17647755	14605208	Two hybrid test
DIP:20121E	DIP:18172N				19921566	DIP:18170N				17647755	14605208	Two hybrid test
DIP:20122E	DIP:18173N				24585154	DIP:18170N				17647755	14605208	Two hybrid test
DIP:20123E	DIP:18174N				28574920	DIP:18170N				17647755	14605208	Two hybrid test
DIP:20124E	DIP:18175N				24638750	DIP:18170N				17647755	14605208	Two hybrid test
DIP:20125E	DIP:18176N				24657747	DIP:18170N				17647755	14605208	Two hybrid test
DIP:20126E	DIP:18177N		P02839		17136296	DIP:18170N				17647755	14605208	Two hybrid test
DIP:20127E	DIP:18178N				24641788	DIP:18170N				17647755	14605208	Two hybrid test
DIP:20128E	DIP:18179N				24665172	DIP:18170N				17647755	14605208	Two hybrid test
DIP:20129E	DIP:18180N				24652725	DIP:18170N				17647755	14605208	Two hybrid test
DIP:20130E	DIP:18181N				24638954	DIP:18170N				17647755	14605208	Two hybrid test
DIP:20131E	DIP:17613N				24654383	DIP:18170N				17647755	14605208	Two hybrid test
DIP:20132E	DIP:17614N		O16011		28573504	DIP:18170N				17647755	14605208	Two hybrid test
DIP:20133E	DIP:18182N				20130249	DIP:18170N				17647755	14605208	Two hybrid test
DIP:20134E	DIP:18183N				24648198	DIP:18170N				17647755	14605208	Two hybrid test
DIP:20135E	DIP:18184N				24582270	DIP:18170N				17647755	14605208	Two hybrid test
DIP:20136E	DIP:18185N				24643634	DIP:18170N				17647755	14605208	Two hybrid test
DIP:20137E	DIP:17274N				28573310	DIP:18170N				17647755	14605208	Two hybrid test
DIP:20138E	DIP:17631N				24665229	DIP:18170N				17647755	14605208	Two hybrid test
DIP:20139E	DIP:17813N		O76924		17137570	DIP:18170N				17647755	14605208	Two hybrid test
DIP:20140E	DIP:17189N				28574406	DIP:18170N				17647755	14605208	Two hybrid test
DIP:20141E	DIP:18186N				17137700	DIP:18170N				17647755	14605208	Two hybrid test
DIP:20142E	DIP:17425N				24666524	DIP:18170N				17647755	14605208	Two hybrid test
DIP:20143E	DIP:18187N		P07187	B25299	17136298	DIP:18170N				17647755	14605208	Two hybrid test
DIP:20144E	DIP:17467N				17137696	DIP:18170N				17647755	14605208	Two hybrid test
DIP:20145E	DIP:18189N				24659254	DIP:18188N		Q9Y0A7		17136194	14605208	Two hybrid test
DIP:20146E	DIP:17864N				21355163	DIP:18190N				22026831	14605208	Two hybrid test
DIP:20147E	DIP:17363N				21358101	DIP:18190N				22026831	14605208	Two hybrid test
DIP:20148E	DIP:17771N				18858205	DIP:18190N				22026831	14605208	Two hybrid test
DIP:20149E	DIP:18191N				24639687	DIP:18190N				22026831	14605208	Two hybrid test
DIP:20150E	DIP:18192N				24665657	DIP:18190N				22026831	14605208	Two hybrid test
DIP:20151E	DIP:18101N				24581901	DIP:18190N				22026831	14605208	Two hybrid test
DIP:20152E	DIP:17615N				24650248	DIP:18190N				22026831	14605208	Two hybrid test
DIP:20153E	DIP:17179N				20129579	DIP:18190N				22026831	14605208	Two hybrid test
DIP:20154E	DIP:17405N				24643516	DIP:18190N				22026831	14605208	Two hybrid test
DIP:20155E	DIP:17419N				24585079	DIP:18190N				22026831	14605208	Two hybrid test
DIP:20156E	DIP:17930N				17136854	DIP:18190N				22026831	14605208	Two hybrid test
DIP:20157E	DIP:18193N				19920696	DIP:18190N				22026831	14605208	Two hybrid test
DIP:20158E	DIP:17361N				28571341	DIP:18190N				22026831	14605208	Two hybrid test
DIP:20159E	DIP:17091N				21357211	DIP:18190N				22026831	14605208	Two hybrid test
DIP:20160E	DIP:18194N				24584798	DIP:18190N				22026831	14605208	Two hybrid test
DIP:20161E	DIP:18195N				24646365	DIP:18190N				22026831	14605208	Two hybrid test
DIP:20162E	DIP:18196N				24582672	DIP:18190N				22026831	14605208	Two hybrid test
DIP:20163E	DIP:17508N				28574284	DIP:18190N				22026831	14605208	Two hybrid test
DIP:20164E	DIP:17552N				21355383	DIP:18190N				22026831	14605208	Two hybrid test
DIP:20165E	DIP:17512N				24642543	DIP:18190N				22026831	14605208	Two hybrid test
DIP:20166E	DIP:18198N				19921672	DIP:18197N				19921652	14605208	Two hybrid test
DIP:20167E	DIP:18199N				24653933	DIP:18197N				19921652	14605208	Two hybrid test
DIP:20168E	DIP:18201N				19922992	DIP:18200N				24647444	14605208	Two hybrid test
DIP:20169E	DIP:17940N				21357761	DIP:18202N				17738005	14605208	Two hybrid test
DIP:20170E	DIP:18204N				24648828	DIP:18203N				24647334	14605208	Two hybrid test
DIP:20171E	DIP:17993N				24641555	DIP:17765N				24644592	14605208	Two hybrid test
DIP:20172E	DIP:18205N				28574582	DIP:17765N				24644592	14605208	Two hybrid test
DIP:20173E	DIP:17101N				24639187	DIP:17765N				24644592	14605208	Two hybrid test
DIP:20174E	DIP:18206N				18859807	DIP:17765N				24644592	14605208	Two hybrid test
DIP:20175E	DIP:17255N				24666096	DIP:17765N				24644592	14605208	Two hybrid test
DIP:20176E	DIP:18207N				24654832	DIP:17765N				24644592	14605208	Two hybrid test
DIP:20177E	DIP:18079N				28574432	DIP:17765N				24644592	14605208	Two hybrid test
DIP:20178E	DIP:18208N				24667403	DIP:17765N				24644592	14605208	Two hybrid test
DIP:20179E	DIP:18209N				19921472	DIP:17765N				24644592	14605208	Two hybrid test
DIP:20180E	DIP:17268N		O46036		24646446	DIP:17765N				24644592	14605208	Two hybrid test
DIP:20181E	DIP:17781N				19920746	DIP:18210N				19921484	14605208	Two hybrid test
DIP:20182E	DIP:17469N				17737989	DIP:18211N				20129591	14605208	Two hybrid test
DIP:20183E	DIP:18213N				17648009	DIP:18212N				17648007	14605208	Two hybrid test
DIP:20184E	DIP:18214N				19921326	DIP:18212N				17648007	14605208	Two hybrid test
DIP:20185E	DIP:18216N		Q8MSF5		30923682	DIP:18215N				19921654	14605208	Two hybrid test
DIP:20186E	DIP:18218N				24655606	DIP:18217N				21358381	14605208	Two hybrid test
DIP:20187E	DIP:18219N				28573662	DIP:18217N				21358381	14605208	Two hybrid test
DIP:20188E	DIP:18220N				17137074	DIP:18217N				21358381	14605208	Two hybrid test
DIP:20189E	DIP:18221N				24656769	DIP:18217N				21358381	14605208	Two hybrid test
DIP:20190E	DIP:18223N				17647939	DIP:18222N				21357733	14605208	Two hybrid test
DIP:20191E	DIP:18224N				24582643	DIP:18222N				21357733	14605208	Two hybrid test
DIP:20192E	DIP:18225N		P48554	S54296	21356563	DIP:18222N				21357733	14605208	Two hybrid test
DIP:20193E	DIP:18171N				24663292	DIP:18226N				24649976	14605208	Two hybrid test
DIP:20194E	DIP:18227N				24655568	DIP:18226N				24649976	14605208	Two hybrid test
DIP:20195E	DIP:18228N		Q27350	S50342	17136492	DIP:18226N				24649976	14605208	Two hybrid test
