BINDID	MolNameA	MolTypeA	GIA	GeneA	TaxName	MolNameB	MolTypeB	GIB	GeneB	TaxName	PMIDs
35011	CG15209	protein	24641115	0	Drosophila melanogaster	CG4877	protein	24665297	0	Drosophila melanogaster	14605208
35012	CG15209	protein	24641115	0	Drosophila melanogaster	Lcp2	protein	17136298	0	Drosophila melanogaster	14605208
35013	CG15210	protein	24641113	0	Drosophila melanogaster	Ef1alpha48D	not specified	0	0	Drosophila melanogaster	14605208
35014	CG15211	protein	18859751	0	Drosophila melanogaster	sns	protein	28573310	0	Drosophila melanogaster	14605208
35015	CG15214	protein	24658337	0	Drosophila melanogaster	CG9986	protein	21357761	0	Drosophila melanogaster	14605208
35016	CycK	protein	28574305	0	Drosophila melanogaster	CG15422	protein	24581572	0	Drosophila melanogaster	14605208
35017	CycK	protein	28574305	0	Drosophila melanogaster	CG17050	protein	24653350	0	Drosophila melanogaster	14605208
35018	CycK	protein	28574305	0	Drosophila melanogaster	p120ctn	protein	30923507	0	Drosophila melanogaster	14605208
35019	CycK	protein	28574305	0	Drosophila melanogaster	CG17777	protein	24639301	0	Drosophila melanogaster	14605208
35020	CycK	protein	28574305	0	Drosophila melanogaster	CG2023	protein	24644438	0	Drosophila melanogaster	14605208
35021	CycK	protein	28574305	0	Drosophila melanogaster	CG2258	protein	24640501	0	Drosophila melanogaster	14605208
35022	CycK	protein	28574305	0	Drosophila melanogaster	mRpS9	protein	24644917	0	Drosophila melanogaster	14605208
35023	CycK	protein	28574305	0	Drosophila melanogaster	pyd3	protein	21358471	0	Drosophila melanogaster	14605208
35024	CycK	protein	28574305	0	Drosophila melanogaster	Mbs	protein	24664991	0	Drosophila melanogaster	14605208
35025	CycK	protein	28574305	0	Drosophila melanogaster	ph-d	protein	24639270	0	Drosophila melanogaster	14605208
35026	CycK	protein	28574305	0	Drosophila melanogaster	ninaA	protein	17136360	0	Drosophila melanogaster	14605208
35027	CycK	protein	28574305	0	Drosophila melanogaster	CG40010	protein	17647289	0	Drosophila melanogaster	14605208
35028	CycK	protein	28574305	0	Drosophila melanogaster	S	protein	24580767	0	Drosophila melanogaster	14605208
35029	CycK	protein	28574305	0	Drosophila melanogaster	l(2)efl	protein	24762361	0	Drosophila melanogaster	14605208
35030	CycK	protein	28574305	0	Drosophila melanogaster	Sema-2a	protein	24654174	0	Drosophila melanogaster	14605208
35031	CycK	protein	28574305	0	Drosophila melanogaster	CG5840	protein	24647700	0	Drosophila melanogaster	14605208
35032	CycK	protein	28574305	0	Drosophila melanogaster	EfTuM	protein	17864358	0	Drosophila melanogaster	14605208
35033	CycK	protein	28574305	0	Drosophila melanogaster	CG6175	protein	24662634	0	Drosophila melanogaster	14605208
35034	CycK	protein	28574305	0	Drosophila melanogaster	CG6425	protein	21356973	0	Drosophila melanogaster	14605208
35035	CycK	protein	28574305	0	Drosophila melanogaster	CG8207	protein	24653912	0	Drosophila melanogaster	14605208
35036	CycK	protein	28574305	0	Drosophila melanogaster	pnut	protein	24586542	0	Drosophila melanogaster	14605208
35037	CycK	protein	28574305	0	Drosophila melanogaster	CG8776	protein	24653154	0	Drosophila melanogaster	14605208
35038	CycK	protein	28574305	0	Drosophila melanogaster	CG8924	protein	18859953	0	Drosophila melanogaster	14605208
35039	CG15219	protein	24585761	0	Drosophila melanogaster	CG15631	protein	24581719	0	Drosophila melanogaster	14605208
35040	CG15219	protein	24585761	0	Drosophila melanogaster	mRpL44	protein	21357105	0	Drosophila melanogaster	14605208
35041	CG15219	protein	24585761	0	Drosophila melanogaster	CkIIalpha-i3	protein	24654856	0	Drosophila melanogaster	14605208
35042	CG15219	protein	24585761	0	Drosophila melanogaster	Pk17E	protein	24643118	0	Drosophila melanogaster	14605208
35043	CG15220	protein	24641344	0	Drosophila melanogaster	CG1636	not specified	0	0	Drosophila melanogaster	14605208
35044	CG15220	protein	24641344	0	Drosophila melanogaster	CG2199	protein	24655153	0	Drosophila melanogaster	14605208
35045	CG15220	protein	24641344	0	Drosophila melanogaster	Ef1alpha48D	not specified	0	0	Drosophila melanogaster	14605208
35046	CkIIbeta	protein	24641400	0	Drosophila melanogaster	CG15646	protein	24642233	0	Drosophila melanogaster	14605208
35047	CkIIbeta	protein	24641400	0	Drosophila melanogaster	CG15729	protein	24641553	0	Drosophila melanogaster	14605208
35048	CkIIbeta	protein	24641400	0	Drosophila melanogaster	mRpL3a	protein	24641946	0	Drosophila melanogaster	14605208
35049	CkIIbeta	protein	24641400	0	Drosophila melanogaster	sisA	protein	24641251	0	Drosophila melanogaster	14605208
35050	CkIIbeta	protein	24641400	0	Drosophila melanogaster	Peritrophin-A	protein	24643467	0	Drosophila melanogaster	14605208
35051	CkIIbeta	protein	24641400	0	Drosophila melanogaster	CG17127	protein	24583531	0	Drosophila melanogaster	14605208
35052	CkIIbeta	protein	24641400	0	Drosophila melanogaster	BcDNA:GH24095	not specified	0	0	Drosophila melanogaster	14605208
35053	CkIIbeta	protein	24641400	0	Drosophila melanogaster	CkIIalpha	protein	24668866	0	Drosophila melanogaster	14605208
35054	CkIIbeta	protein	24641400	0	Drosophila melanogaster	CG17931	protein	24647419	0	Drosophila melanogaster	14605208
35055	CkIIbeta	protein	24641400	0	Drosophila melanogaster	CG1971	protein	24651770	0	Drosophila melanogaster	14605208
35056	CkIIbeta	protein	24641400	0	Drosophila melanogaster	Mlc2	protein	45552007	0	Drosophila melanogaster	14605208
35057	CkIIbeta	protein	24641400	0	Drosophila melanogaster	HLH4C	protein	24639715	0	Drosophila melanogaster	14605208
35058	CkIIbeta	protein	24641400	0	Drosophila melanogaster	l(2)k09913	not specified	0	0	Drosophila melanogaster	14605208
35059	CkIIbeta	protein	24641400	0	Drosophila melanogaster	dx	protein	24640145	0	Drosophila melanogaster	14605208
35060	CkIIbeta	protein	24641400	0	Drosophila melanogaster	EG:22E5.7	protein	18543263	0	Drosophila melanogaster	14605208
35061	CkIIbeta	protein	24641400	0	Drosophila melanogaster	CG4617	protein	18858161	0	Drosophila melanogaster	14605208
35062	CkIIbeta	protein	24641400	0	Drosophila melanogaster	CG4756	protein	18859859	0	Drosophila melanogaster	14605208
35063	CkIIbeta	protein	24641400	0	Drosophila melanogaster	CG4820	protein	24645869	0	Drosophila melanogaster	14605208
35064	CkIIbeta	protein	24641400	0	Drosophila melanogaster	Sir2	protein	17137536	0	Drosophila melanogaster	14605208
35065	CkIIbeta	protein	24641400	0	Drosophila melanogaster	SmB	protein	17136806	0	Drosophila melanogaster	14605208
35066	CkIIbeta	protein	24641400	0	Drosophila melanogaster	dei	protein	24650311	0	Drosophila melanogaster	14605208
35067	CkIIbeta	protein	24641400	0	Drosophila melanogaster	RpL18A	protein	17647885	0	Drosophila melanogaster	14605208
35068	CkIIbeta	protein	24641400	0	Drosophila melanogaster	CG6554	protein	21356361	0	Drosophila melanogaster	14605208
35069	CkIIbeta	protein	24641400	0	Drosophila melanogaster	CG7650	protein	24664720	0	Drosophila melanogaster	14605208
35070	CkIIbeta	protein	24641400	0	Drosophila melanogaster	CG7808	protein	24651185	0	Drosophila melanogaster	14605208
35071	CkIIbeta	protein	24641400	0	Drosophila melanogaster	betaTub56D	protein	28573700	0	Drosophila melanogaster	14605208
35072	CG1523	protein	24650871	0	Drosophila melanogaster	mbt	protein	24642565	0	Drosophila melanogaster	14605208
35073	IM4	protein	21358219	0	Drosophila melanogaster	tinc	protein	28571766	0	Drosophila melanogaster	14605208
35074	CG15234	protein	21358285	0	Drosophila melanogaster	CG5094	protein	24584835	0	Drosophila melanogaster	14605208
35075	CG15239	protein	24639594	0	Drosophila melanogaster	Acp95EF	protein	17864574	0	Drosophila melanogaster	14605208
35076	CG15239	protein	24639594	0	Drosophila melanogaster	CG5823	protein	21358599	0	Drosophila melanogaster	14605208
35077	RpS14a	protein	24640454	0	Drosophila melanogaster	BG:DS00797.4	protein	24584181	0	Drosophila melanogaster	14605208
35078	RpS14a	protein	24640454	0	Drosophila melanogaster	CG30115	protein	28573729	0	Drosophila melanogaster	14605208
35079	RpS14a	protein	24640454	0	Drosophila melanogaster	CG32354	protein	24660923	0	Drosophila melanogaster	14605208
35080	RpS14a	protein	24640454	0	Drosophila melanogaster	CG33167	protein	28574383	0	Drosophila melanogaster	14605208
35081	RpS14a	protein	24640454	0	Drosophila melanogaster	CG5053	protein	21356743	0	Drosophila melanogaster	14605208
35082	RpS14a	protein	24640454	0	Drosophila melanogaster	CG7146	protein	24647905	0	Drosophila melanogaster	14605208
35083	RpS14a	protein	24640454	0	Drosophila melanogaster	CG8816	protein	19922110	0	Drosophila melanogaster	14605208
35084	RpS14a	protein	24640454	0	Drosophila melanogaster	CG9117	protein	24582104	0	Drosophila melanogaster	14605208
35085	CG15249	protein	24640901	0	Drosophila melanogaster	CG31033	protein	28572022	0	Drosophila melanogaster	14605208
35086	BG:DS07851.3	protein	19921376	0	Drosophila melanogaster	CG3911	protein	45550579	0	Drosophila melanogaster	14605208
35087	BG:DS07851.3	protein	19921376	0	Drosophila melanogaster	CG9083	protein	22024283	0	Drosophila melanogaster	14605208
35088	BG:DS07851.5	protein	19921380	0	Drosophila melanogaster	stc	protein	17136256	0	Drosophila melanogaster	14605208
35089	BG:DS07295.2	protein	19921370	0	Drosophila melanogaster	CG32485	protein	24656360	0	Drosophila melanogaster	14605208
35090	BG:DS04929.3	protein	24584401	0	Drosophila melanogaster	l(3)IX-14	protein	21357023	0	Drosophila melanogaster	14605208
35091	BG:DS01219.3	protein	20129531	0	Drosophila melanogaster	CG8583	protein	24660036	0	Drosophila melanogaster	14605208
35092	CG15284	protein	24584327	0	Drosophila melanogaster	CG15623	protein	45550101	0	Drosophila melanogaster	14605208
35093	CG15284	protein	24584327	0	Drosophila melanogaster	mRpS17	protein	24762582	0	Drosophila melanogaster	14605208
35094	CG15284	protein	24584327	0	Drosophila melanogaster	brk	not specified	0	0	Drosophila melanogaster	14605208
35095	wb	protein	24584298	0	Drosophila melanogaster	CG17086	protein	19921122	0	Drosophila melanogaster	14605208
35096	BG:DS01759.2	protein	19921326	0	Drosophila melanogaster	RpS20	protein	17738077	0	Drosophila melanogaster	14605208
35097	BG:DS01759.2	protein	19921326	0	Drosophila melanogaster	CG1792	protein	24651690	0	Drosophila melanogaster	14605208
35098	BG:DS01759.2	protein	19921326	0	Drosophila melanogaster	CG18067	protein	24656267	0	Drosophila melanogaster	14605208
35099	BG:DS01759.2	protein	19921326	0	Drosophila melanogaster	CG32425	protein	24667581	0	Drosophila melanogaster	14605208
35100	BG:DS01759.2	protein	19921326	0	Drosophila melanogaster	shg	protein	17136470	0	Drosophila melanogaster	14605208
35101	BG:DS01759.2	protein	19921326	0	Drosophila melanogaster	CG40045	protein	30923592	0	Drosophila melanogaster	14605208
35102	BG:DS01759.2	protein	19921326	0	Drosophila melanogaster	tamo	protein	24762572	0	Drosophila melanogaster	14605208
35103	BG:DS01759.2	protein	19921326	0	Drosophila melanogaster	BEST:CK02422	protein	22024114	0	Drosophila melanogaster	14605208
35104	BG:DS01759.2	protein	19921326	0	Drosophila melanogaster	CG8229	protein	24651935	0	Drosophila melanogaster	14605208
35105	BG:DS01759.2	protein	19921326	0	Drosophila melanogaster	Su(var)205	protein	24582735	0	Drosophila melanogaster	14605208
35106	BG:DS01759.2	protein	19921326	0	Drosophila melanogaster	l(2)05714	protein	24581789	0	Drosophila melanogaster	14605208
35107	CG15295	protein	24641056	0	Drosophila melanogaster	CG4334	protein	24647060	0	Drosophila melanogaster	14605208
35108	CG15295	protein	24641056	0	Drosophila melanogaster	ial	protein	17137514	0	Drosophila melanogaster	14605208
35109	Or9a	protein	17986019	0	Drosophila melanogaster	CG2099	protein	21356927	0	Drosophila melanogaster	14605208
35110	Or9a	protein	17986019	0	Drosophila melanogaster	tinc	protein	28571766	0	Drosophila melanogaster	14605208
35111	Or9a	protein	17986019	0	Drosophila melanogaster	Act5C	not specified	0	0	Drosophila melanogaster	14605208
35112	CG15306	protein	24640994	0	Drosophila melanogaster	Cdlc2	protein	24580844	0	Drosophila melanogaster	14605208
35113	CG15306	protein	24640994	0	Drosophila melanogaster	ctp	protein	24639738	0	Drosophila melanogaster	14605208
35114	CG15308	protein	24640973	0	Drosophila melanogaster	CG17739	protein	19922086	0	Drosophila melanogaster	14605208
35115	CG15308	protein	24640973	0	Drosophila melanogaster	ewg	protein	45549044	0	Drosophila melanogaster	14605208
35116	CG15308	protein	24640973	0	Drosophila melanogaster	CG3132	protein	24646169	0	Drosophila melanogaster	14605208
35117	CG15308	protein	24640973	0	Drosophila melanogaster	Pax	protein	24585209	0	Drosophila melanogaster	14605208
35118	CG15308	protein	24640973	0	Drosophila melanogaster	Lmpt	protein	45550635	0	Drosophila melanogaster	14605208
35119	CG15308	protein	24640973	0	Drosophila melanogaster	EG:65F1.1	protein	24638890	0	Drosophila melanogaster	14605208
35120	CG15308	protein	24640973	0	Drosophila melanogaster	CG4818	protein	21357211	0	Drosophila melanogaster	14605208
35121	CG15308	protein	24640973	0	Drosophila melanogaster	CG5445	protein	28571240	0	Drosophila melanogaster	14605208
35122	CG15308	protein	24640973	0	Drosophila melanogaster	CG5656	protein	21358067	0	Drosophila melanogaster	14605208
35123	CG15308	protein	24640973	0	Drosophila melanogaster	CycB3	not specified	0	0	Drosophila melanogaster	14605208
35124	CG15308	protein	24640973	0	Drosophila melanogaster	CG7570	protein	24667117	0	Drosophila melanogaster	14605208
35125	CG15308	protein	24640973	0	Drosophila melanogaster	CG8877	protein	20129897	0	Drosophila melanogaster	14605208
35126	CG15308	protein	24640973	0	Drosophila melanogaster	CG9135	protein	24582121	0	Drosophila melanogaster	14605208
35127	CG15308	protein	24640973	0	Drosophila melanogaster	sina	protein	24665579	0	Drosophila melanogaster	14605208
35128	CG15313	protein	24640938	0	Drosophila melanogaster	CG17107	protein	20129433	0	Drosophila melanogaster	14605208
35129	CG15313	protein	24640938	0	Drosophila melanogaster	CG9986	protein	21357761	0	Drosophila melanogaster	14605208
35130	CG15321	protein	24640867	0	Drosophila melanogaster	Fcp3C	protein	17137752	0	Drosophila melanogaster	14605208
35131	CG15321	protein	24640867	0	Drosophila melanogaster	Hsp26	protein	17647519	0	Drosophila melanogaster	14605208
35132	CG15323	protein	24643437	0	Drosophila melanogaster	CG16854	protein	24583627	0	Drosophila melanogaster	14605208
35133	CG15323	protein	24643437	0	Drosophila melanogaster	14-3-3zeta	protein	28573324	0	Drosophila melanogaster	14605208
35134	CG15323	protein	24643437	0	Drosophila melanogaster	14-3-3epsilon	protein	24647891	0	Drosophila melanogaster	14605208
35135	CG15323	protein	24643437	0	Drosophila melanogaster	CG3754	protein	24641624	0	Drosophila melanogaster	14605208
35136	CG15323	protein	24643437	0	Drosophila melanogaster	CG5625	protein	45551149	0	Drosophila melanogaster	14605208
35137	CG15323	protein	24643437	0	Drosophila melanogaster	CG7866	protein	21358603	0	Drosophila melanogaster	14605208
35138	CG15323	protein	24643437	0	Drosophila melanogaster	BEST:LD07122	protein	19922670	0	Drosophila melanogaster	14605208
35139	CG15323	protein	24643437	0	Drosophila melanogaster	CG9809	protein	28573247	0	Drosophila melanogaster	14605208
35140	CG15323	protein	24643437	0	Drosophila melanogaster	Tbp	protein	17647997	0	Drosophila melanogaster	14605208
35141	CG15330	protein	18858035	0	Drosophila melanogaster	CG4546	protein	24647265	0	Drosophila melanogaster	14605208
35142	CG15336	protein	24640520	0	Drosophila melanogaster	CG9426	protein	24584043	0	Drosophila melanogaster	14605208
35143	CG15337	protein	24640531	0	Drosophila melanogaster	EG:84H4.5	protein	23397619	0	Drosophila melanogaster	14605208
35144	CG15344	protein	24640570	0	Drosophila melanogaster	CG31550	protein	24644250	0	Drosophila melanogaster	14605208
35145	CG15344	protein	24640570	0	Drosophila melanogaster	CG33057	protein	28575019	0	Drosophila melanogaster	14605208
35146	CG15344	protein	24640570	0	Drosophila melanogaster	stc	protein	17136256	0	Drosophila melanogaster	14605208
35147	CG15344	protein	24640570	0	Drosophila melanogaster	Spx	protein	17530817	0	Drosophila melanogaster	14605208
35148	CG15344	protein	24640570	0	Drosophila melanogaster	CG6576	protein	24661136	0	Drosophila melanogaster	14605208
35149	CG15344	protein	24640570	0	Drosophila melanogaster	CG8642	protein	24586621	0	Drosophila melanogaster	14605208
35150	CG15344	protein	24640570	0	Drosophila melanogaster	CG8746	protein	28573308	0	Drosophila melanogaster	14605208
35151	CG15347	protein	18858037	0	Drosophila melanogaster	CG31052	not specified	0	0	Drosophila melanogaster	14605208
35152	CG15347	protein	18858037	0	Drosophila melanogaster	sala	protein	17647911	0	Drosophila melanogaster	14605208
35153	CG15347	protein	18858037	0	Drosophila melanogaster	CG8291	protein	28573803	0	Drosophila melanogaster	14605208
35154	CG15351	protein	24640607	0	Drosophila melanogaster	CG6945	protein	24664458	0	Drosophila melanogaster	14605208
35155	CG15352	protein	24640683	0	Drosophila melanogaster	CG17019	protein	24653236	0	Drosophila melanogaster	14605208
35156	CG15352	protein	24640683	0	Drosophila melanogaster	Lmpt	protein	45550635	0	Drosophila melanogaster	14605208
